Strain,Sex,DOB,Cage,Animal,Tx,Exp_Date,Exp_Type,Group,Box,Trial,CS_Time
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-07-04,ER,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,84,L1,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,84,L2,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,84,R1,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,84,R2,SCFE,22-08-01,SR,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,F,1/1/2022,72,L1,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 1,1,10
C57BL/6J,F,1/1/2022,72,L2,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 2,1,10
C57BL/6J,F,1/1/2022,72,R1,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 3,1,10
C57BL/6J,F,1/1/2022,72,R2,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 4,1,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-07-05,FC1,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-07-06,FC2,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-07-07,E1,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-07-08,E2,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-07-09,E3,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-07-11,ER,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,M,1/1/2022,85,L1,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 1,2,10
C57BL/6J,M,1/1/2022,85,L2,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 2,2,10
C57BL/6J,M,1/1/2022,85,R1,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 3,2,10
C57BL/6J,M,1/1/2022,85,R2,SCFE,22-08-08,SR,12CS_CSUS_50,Chamber 4,2,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,F,1/1/2022,73,L1,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 1,3,10
C57BL/6J,F,1/1/2022,73,L2,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 2,3,10
C57BL/6J,F,1/1/2022,73,R1,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 3,3,10
C57BL/6J,F,1/1/2022,73,R2,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 4,3,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-07-05,FC1,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-07-06,FC2,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-07-07,E1,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-07-08,E2,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-07-09,E3,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-07-11,ER,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,1/1/2022,86,L1,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 1,4,10
C57BL/6J,M,1/1/2022,86,L2,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 2,4,10
C57BL/6J,M,1/1/2022,86,R1,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 3,4,10
C57BL/6J,M,1/1/2022,86,R2,SCFE,22-08-08,SR,6CS_CSUS_100,Chamber 4,4,10
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,5/30/2022,105,L1,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 1,1,25
C57BL/6J,M,5/30/2022,105,L2,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 2,1,25
C57BL/6J,M,5/30/2022,105,R1,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 3,1,25
C57BL/6J,M,5/30/2022,105,R2,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 4,1,25
C57BL/6J,M,3/13/2022,104,L1,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,L2,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,87,R1,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,87,R2,SCFE,22-09-18,FC1,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,M,3/13/2022,104,L1,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,L2,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,104,R1,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,104,R2,SCFE,22-09-19,FC2,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,M,3/13/2022,104,R1,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,R2,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,104,L1,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,104,L2,SCFE,22-09-20,E1,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,M,3/13/2022,104,L1,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,L2,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,104,R1,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,104,R2,SCFE,22-09-21,E2,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,M,3/13/2022,104,L1,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,L2,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,104,R1,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,104,R2,SCFE,22-09-22,E3,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,M,3/13/2022,104,L1,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,L2,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,104,R1,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,104,R2,SCFE,22-09-24,ER,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,M,3/13/2022,104,L1,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 1,2,25
C57BL/6J,M,3/13/2022,104,L2,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 2,2,25
C57BL/6J,M,1/1/2022,104,R1,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 3,2,25
C57BL/6J,M,1/1/2022,104,R2,SCFE,22-10-22,SR,12CS_CSUS_50,Chamber 4,2,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-09-18,FC1,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-09-18,FC1,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-09-18,FC1,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-09-18,FC1,100%-50%,Chamber 4,3,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-09-19,FC2,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-09-19,FC2,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-09-19,FC2,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-09-19,FC2,100%-50%,Chamber 4,3,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-09-20,E1,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-09-20,E1,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-09-20,E1,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-09-20,E1,100%-50%,Chamber 4,3,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-09-21,E2,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-09-21,E2,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-09-21,E2,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-09-21,E2,100%-50%,Chamber 4,3,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-09-22,E3,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-09-22,E3,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-09-22,E3,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-09-22,E3,100%-50%,Chamber 4,3,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-09-24,ER,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-09-24,ER,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-09-24,ER,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-09-24,ER,100%-50%,Chamber 4,3,25
C57BL/6J,F,Multiple,103,L1,SCFE,22-10-22,SR,100%-50%,Chamber 1,3,25
C57BL/6J,F,Multiple,103,L2,SCFE,22-10-22,SR,100%-50%,Chamber 2,3,25
C57BL/6J,F,Multiple,103,R1,SCFE,22-10-22,SR,100%-50%,Chamber 3,3,25
C57BL/6J,F,Multiple,103,R2,SCFE,22-10-22,SR,100%-50%,Chamber 4,3,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-09-18,FC1,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-09-18,FC1,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-09-18,FC1,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-09-18,FC1,6CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-09-19,FC2,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-09-19,FC2,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-09-19,FC2,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-09-19,FC2,6CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-09-20,E1,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-09-20,E1,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-09-20,E1,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-09-20,E1,6CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-09-21,E2,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-09-21,E2,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-09-21,E2,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-09-21,E2,6CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-09-22,E3,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-09-22,E3,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-09-22,E3,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-09-22,E3,6CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-09-24,ER,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-09-24,ER,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-09-24,ER,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-09-24,ER,6CS_CSUS_100,Chamber 4,4,25
C57BL/6J,M,5/3/2022,102,L1,SCFE,22-10-22,SR,6CS_CSUS_100,Chamber 1,4,25
C57BL/6J,M,5/3/2022,102,L2,SCFE,22-10-22,SR,6CS_CSUS_100,Chamber 2,4,25
C57BL/6J,M,5/3/2022,102,R1,SCFE,22-10-22,SR,6CS_CSUS_100,Chamber 3,4,25
C57BL/6J,M,5/3/2022,102,R2,SCFE,22-10-22,SR,6CS_CSUS_100,Chamber 4,4,25
